"","Best k for Silhouette","Best Silhouette","Best clustering for Silhouette"
"kmedoids","2","0.7070","1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1"
