"graphDescription","nbSolutions","singleSolution","nbSolutionClasses","singleSolutionClass"
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=84",25,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=85",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=86",25,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=87",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=88",11,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=89",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=90",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=91",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=92",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=93",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=94",15,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=95",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=96",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=97",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=98",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=99",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.45,prop.neg=0.708333333333333,network.no=100",45,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=1",26,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=2",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=3",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=4",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=5",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=6",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=7",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=8",15,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=9",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=10",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=11",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=12",27,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=13",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=14",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=15",24,0,3,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=16",21,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=17",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=18",32,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=19",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=20",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=21",72,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=22",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=23",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=24",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=25",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=26",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=27",20,0,5,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=28",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=29",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=30",28,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=31",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=32",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=33",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=34",31,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=35",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=36",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=37",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=38",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=39",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=40",2,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=41",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=42",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=43",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=44",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=45",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=46",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=47",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=48",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=49",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=50",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=51",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=52",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=53",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=54",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=55",8,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=56",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=57",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=58",9,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=59",26,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=60",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=61",30,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=62",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=63",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=64",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=65",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=66",15,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=67",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=68",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=69",31,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=70",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=71",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=72",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=73",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=74",19,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=75",42,0,15,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=76",12,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=77",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=78",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=79",4,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=80",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=81",35,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=82",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=83",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=84",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=85",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=86",13,0,4,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=87",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=88",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=89",36,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=90",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=91",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=92",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=93",58,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=94",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=95",12,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=96",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=97",8,0,2,0
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=98",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=99",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.5,prop.neg=0.708333333333333,network.no=100",13,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=1",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=2",15,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=3",15,0,4,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=4",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=5",38,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=6",62,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=7",10,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=8",93,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=9",14,0,3,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=10",66,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=11",26,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=12",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=13",18,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=14",14,0,3,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=15",57,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=16",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=17",36,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=18",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=19",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=20",89,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=21",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=22",34,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=23",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=24",7,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=25",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=26",80,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=27",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=28",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=29",10,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=30",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=31",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=32",30,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=33",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=34",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=35",62,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=36",16,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=37",27,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=38",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=39",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=40",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=41",37,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=42",6,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=43",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=44",5,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=45",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=46",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=47",8,0,3,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=48",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=49",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=50",9,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=51",28,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=52",24,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=53",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=54",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=55",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=56",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=57",20,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=58",9,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=59",8,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=60",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=61",22,0,4,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=62",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=63",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=64",2,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=65",11,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=66",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=67",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=68",70,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=69",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=70",208,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=71",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=72",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=73",11,0,3,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=74",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=75",17,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=76",27,0,4,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=77",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=78",279,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=79",47,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=80",222,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=81",7,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=82",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=83",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=84",425,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=85",12,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=86",28,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=87",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=88",17,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=89",35,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=90",5,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=91",48,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=92",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=93",32,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=94",6,0,2,0
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=95",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=96",1,1,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=97",3,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=98",4,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=99",15,0,1,1
"n=16,k=3,d=1,prop.mispl=0.55,prop.neg=0.708333333333333,network.no=100",2,0,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=1",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=2",2,0,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=3",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=4",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=5",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=6",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=7",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=8",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=9",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=10",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=11",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=12",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=13",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=14",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=15",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=16",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=17",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=18",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=19",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=20",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=21",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=22",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=23",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=24",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=25",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=26",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=27",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=28",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=29",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=30",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=31",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=32",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=33",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=34",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=35",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=36",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=37",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=38",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=39",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=40",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=41",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=42",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=43",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=44",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=45",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=46",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=47",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=48",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=49",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=50",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=51",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=52",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=53",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=54",1,1,1,1
"n=20,k=3,d=1,prop.mispl=0.05,prop.neg=0.7,network.no=55",1,1,1,1
